profile_description_tr,monthly_data_usage_gb,monthly_voice_min,monthly_spend_try,tenure_months,past_accepted_count,past_rejected_count,complaint_count,data_usage_trend_pct,target_segment,target_priority,is_converted
"53 aylık abone, aylık 21.7 GB veri ve 527 dk konuşma, ortalama 475 TL harcama (ARPU), veri kullanımı %22 düşüşte (churn sinyali).",21.66898167197187,527.8217161150785,474.6659969614253,53,0,1,0,-21.860338716582067,RISKLI_KAYIP,YUKSEK,0
"70 aylık abone, aylık 17.5 GB veri ve 50 dk konuşma, ortalama 328 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz).",17.48689070678247,50.0,327.9766970998553,70,1,1,2,-19.824858839293242,RISKLI_KAYIP,YUKSEK,1
"43 aylık abone, aylık 40.7 GB veri ve 681 dk konuşma, ortalama 775 TL harcama (ARPU), veri kullanımı %25 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",40.70188435557877,681.8056107485274,775.0592168377003,43,2,1,0,-25.319856176713962,RISKLI_KAYIP,YUKSEK,1
"60 aylık abone, aylık 25.8 GB veri ve 334 dk konuşma, ortalama 504 TL harcama (ARPU), veri kullanımı %70 düşüşte (churn sinyali).",25.79418643460582,334.8980176635187,504.17635587247145,60,1,1,0,-70.2485270055979,RISKLI_KAYIP,YUKSEK,0
"58 aylık abone, aylık 9.1 GB veri ve 489 dk konuşma, ortalama 288 TL harcama (ARPU).",9.072201388069589,489.85576086089776,287.84986914376503,58,1,1,1,1.0935068619141304,BELIRSIZ,ORTA,0
"49 aylık abone, aylık 7.5 GB veri ve 394 dk konuşma, ortalama 220 TL harcama (ARPU).",7.5337956993320745,394.7560722509945,219.9214070342159,49,1,1,1,32.55872138739408,BELIRSIZ,ORTA,0
"42 aylık abone, aylık 23.7 GB veri ve 526 dk konuşma, ortalama 541 TL harcama (ARPU).",23.658127590053248,526.7536921363477,540.6263269303013,42,0,1,0,-19.607810835667447,YUKSEK_DEGER,YUKSEK,1
"76 aylık abone, aylık 14.8 GB veri ve 688 dk konuşma, ortalama 416 TL harcama (ARPU).",14.83282228069846,688.7760460434871,415.5571327628262,76,0,1,0,68.98719723631811,YUKSEK_DEGER,YUKSEK,1
"113 aylık abone, aylık 27.2 GB veri ve 602 dk konuşma, ortalama 594 TL harcama (ARPU).",27.173903296409065,602.2283126097515,594.463044831985,113,0,1,1,39.65944518201518,YUKSEK_DEGER,YUKSEK,1
"100 aylık abone, aylık 23.5 GB veri ve 741 dk konuşma, ortalama 553 TL harcama (ARPU).",23.524572763449,741.9282581011614,553.319615010483,100,1,2,1,4.544404138231964,YUKSEK_DEGER,YUKSEK,1
"66 aylık abone, aylık 16.5 GB veri ve 853 dk konuşma, ortalama 531 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), veri kullanımı %23 düşüşte (churn sinyali), geçmişte 3 teklif kabul etmiş sadık müşteri.",16.489789656344318,853.1259071171263,531.0822193604416,66,3,0,2,-22.777045542782087,RISKLI_KAYIP,YUKSEK,1
"11 aylık abone, aylık 9.2 GB veri ve 526 dk konuşma, ortalama 310 TL harcama (ARPU), veri kullanımı %35 düşüşte (churn sinyali).",9.15169359438934,526.240812664433,310.4154785222563,11,1,0,1,-34.927447031990596,RISKLI_KAYIP,YUKSEK,1
"103 aylık abone, aylık 4.9 GB veri ve 504 dk konuşma, ortalama 210 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",4.914601089903796,504.28655159677726,209.93652718169562,103,2,0,0,2.157908120272399,BELIRSIZ,ORTA,1
"98 aylık abone, aylık 20.0 GB veri ve 791 dk konuşma, ortalama 533 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",19.97863802603192,791.5455307324019,532.6176830680112,98,3,0,0,6.703016171219981,YUKSEK_DEGER,YUKSEK,1
"90 aylık abone, aylık 6.4 GB veri ve 807 dk konuşma, ortalama 259 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz).",6.413072915617816,807.4094577479859,258.54983776016434,90,0,1,2,-0.10967785316105605,RISKLI_KAYIP,YUKSEK,0
"18 aylık abone, aylık 8.9 GB veri ve 748 dk konuşma, ortalama 336 TL harcama (ARPU).",8.869532709601659,748.1181736206094,336.2546332481599,18,1,1,1,31.733078007316053,BELIRSIZ,ORTA,1
"85 aylık abone, aylık 19.2 GB veri ve 409 dk konuşma, ortalama 430 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",19.20729950281447,409.56423865213014,429.59714897540283,85,2,2,1,42.42705240600551,YUKSEK_DEGER,YUKSEK,1
"100 aylık abone, aylık 18.0 GB veri ve 684 dk konuşma, ortalama 461 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.02785568895436,684.5310131003207,461.25466081674057,100,2,1,0,16.81684728883808,YUKSEK_DEGER,YUKSEK,1
"104 aylık abone, aylık 7.1 GB veri ve 621 dk konuşma, ortalama 270 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",7.0571998280367865,621.8941208094578,270.22345545727677,104,5,0,0,18.161649331363783,BELIRSIZ,ORTA,1
"52 aylık abone, aylık 33.5 GB veri ve 810 dk konuşma, ortalama 684 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",33.47072679061684,810.5057882699326,683.7938588081287,52,4,1,0,-2.888881554807403,YUKSEK_DEGER,YUKSEK,1
"46 aylık abone, aylık 32.9 GB veri ve 485 dk konuşma, ortalama 617 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",32.93946345498496,485.42558209245027,617.4966578817356,46,2,4,0,4.877048123334372,YUKSEK_DEGER,YUKSEK,1
"44 aylık abone, aylık 24.1 GB veri ve 266 dk konuşma, ortalama 468 TL harcama (ARPU).",24.133088491729236,266.6779417700168,468.3941632173634,44,1,1,1,15.29083633518375,YUKSEK_DEGER,YUKSEK,0
"22 aylık abone, aylık 24.1 GB veri ve 738 dk konuşma, ortalama 526 TL harcama (ARPU).",24.114749774749328,738.0473600760545,525.925141663611,22,0,0,1,-2.91845406915328,YUKSEK_DEGER,YUKSEK,1
"53 aylık abone, aylık 24.1 GB veri ve 88 dk konuşma, ortalama 483 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",24.13327083834556,88.32632334857954,482.7693557143175,53,2,1,1,21.52117926998623,YUKSEK_DEGER,YUKSEK,1
"59 aylık abone, aylık 31.2 GB veri ve 453 dk konuşma, ortalama 529 TL harcama (ARPU), veri kullanımı %21 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",31.169113247825827,453.697319220734,529.049232181223,59,2,0,0,-21.404392880944705,RISKLI_KAYIP,YUKSEK,0
"94 aylık abone, aylık 26.2 GB veri ve 395 dk konuşma, ortalama 512 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",26.191039853476468,395.36089773634114,512.2346413230771,94,3,1,0,-13.305057132495659,YUKSEK_DEGER,YUKSEK,1
"114 aylık abone, aylık 9.7 GB veri ve 394 dk konuşma, ortalama 278 TL harcama (ARPU), veri kullanımı %21 düşüşte (churn sinyali).",9.732567710898405,394.01306581885063,278.1028180004771,114,1,1,1,-21.17282740859464,RISKLI_KAYIP,YUKSEK,1
"107 aylık abone, aylık 14.7 GB veri ve 450 dk konuşma, ortalama 376 TL harcama (ARPU).",14.691514251135281,450.1937058089809,375.63408276382404,107,1,2,0,-11.715552849386654,YUKSEK_DEGER,YUKSEK,1
"30 aylık abone, aylık 61.4 GB veri ve 843 dk konuşma, ortalama 1112 TL harcama (ARPU).",61.373332720430156,843.474713950326,1111.8171917786447,30,1,2,0,-2.18210563225008,YUKSEK_DEGER,YUKSEK,1
"8 aylık abone, aylık 3.3 GB veri ve 764 dk konuşma, ortalama 287 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",3.332291607818074,764.1110838012746,286.8354346941724,8,2,0,0,30.727278417183104,BELIRSIZ,ORTA,1
"98 aylık abone, aylık 12.3 GB veri ve 549 dk konuşma, ortalama 303 TL harcama (ARPU).",12.34877563564442,549.653863601499,303.3474759405784,98,0,0,0,6.035804548924809,BELIRSIZ,ORTA,1
"57 aylık abone, aylık 33.6 GB veri ve 826 dk konuşma, ortalama 702 TL harcama (ARPU), veri kullanımı %27 düşüşte (churn sinyali).",33.57856641134046,826.7246943718098,702.0395773862418,57,1,1,1,-27.10769329462712,RISKLI_KAYIP,YUKSEK,0
"111 aylık abone, aylık 10.2 GB veri ve 387 dk konuşma, ortalama 299 TL harcama (ARPU), veri kullanımı %30 düşüşte (churn sinyali).",10.200898126641864,387.54056896672523,299.14401235135574,111,0,0,0,-30.049011681005652,RISKLI_KAYIP,YUKSEK,0
"73 aylık abone, aylık 26.6 GB veri ve 360 dk konuşma, ortalama 553 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 2 teklif kabul etmiş sadık müşteri.",26.630848929236517,360.34332285056837,552.7370554524441,73,2,1,2,-5.399938222939836,RISKLI_KAYIP,YUKSEK,1
"115 aylık abone, aylık 17.9 GB veri ve 772 dk konuşma, ortalama 431 TL harcama (ARPU).",17.875529954362744,772.7193318493181,430.55677679387185,115,1,1,0,25.860025749447466,YUKSEK_DEGER,YUKSEK,1
"20 aylık abone, aylık 10.7 GB veri ve 715 dk konuşma, ortalama 434 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",10.736827167973093,715.9286458645294,433.589240404957,20,4,1,0,40.074423619865996,YUKSEK_DEGER,YUKSEK,1
"104 aylık abone, aylık 2.8 GB veri ve 507 dk konuşma, ortalama 166 TL harcama (ARPU), veri kullanımı %35 düşüşte (churn sinyali).",2.750591153860293,507.94731968333537,165.92358434955517,104,1,2,0,-34.76912492340482,RISKLI_KAYIP,YUKSEK,0
"25 aylık abone, aylık 19.6 GB veri ve 372 dk konuşma, ortalama 380 TL harcama (ARPU).",19.62297193533604,372.9078212603739,379.56066895628186,25,0,1,0,14.308811611751477,YUKSEK_DEGER,YUKSEK,1
"19 aylık abone, aylık 9.6 GB veri ve 891 dk konuşma, ortalama 387 TL harcama (ARPU).",9.5755674329606,891.946375007588,387.1042332491243,19,1,1,1,-5.046811536898121,YUKSEK_DEGER,YUKSEK,0
"5 aylık abone, aylık 16.0 GB veri ve 255 dk konuşma, ortalama 331 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",16.017034741911996,255.97948981043635,331.0026154833235,5,2,2,0,-3.1055196230879076,BELIRSIZ,ORTA,1
"75 aylık abone, aylık 24.0 GB veri ve 480 dk konuşma, ortalama 491 TL harcama (ARPU), veri kullanımı %22 düşüşte (churn sinyali).",23.985857100995737,480.3148129312879,490.9692497250013,75,0,0,0,-21.606046972738174,RISKLI_KAYIP,YUKSEK,0
"79 aylık abone, aylık 29.7 GB veri ve 645 dk konuşma, ortalama 642 TL harcama (ARPU).",29.657564355625183,645.7153055035794,641.8758481621852,79,0,3,0,-0.5015811863227597,YUKSEK_DEGER,YUKSEK,1
"72 aylık abone, aylık 12.3 GB veri ve 960 dk konuşma, ortalama 381 TL harcama (ARPU), veri kullanımı %23 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",12.320491340392394,960.4329616862891,381.0750917303095,72,2,1,0,-22.729486497174044,RISKLI_KAYIP,YUKSEK,1
"83 aylık abone, aylık 10.7 GB veri ve 676 dk konuşma, ortalama 295 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",10.722040105624863,676.6200424146441,295.09057806806067,83,5,3,0,-1.646273087108841,BELIRSIZ,ORTA,1
"87 aylık abone, aylık 6.3 GB veri ve 696 dk konuşma, ortalama 266 TL harcama (ARPU).",6.3215970331455225,696.0609306026597,266.113440663418,87,0,0,0,33.70644606461352,BELIRSIZ,ORTA,1
"27 aylık abone, aylık 30.5 GB veri ve 486 dk konuşma, ortalama 638 TL harcama (ARPU).",30.54402582008738,486.12325997037453,637.7220914789855,27,0,0,0,20.78093799973418,YUKSEK_DEGER,YUKSEK,0
"40 aylık abone, aylık 56.3 GB veri ve 713 dk konuşma, ortalama 1020 TL harcama (ARPU).",56.256436679239165,713.6960450549196,1019.9641003971878,40,0,2,0,52.84379026722447,YUKSEK_DEGER,YUKSEK,1
"96 aylık abone, aylık 32.6 GB veri ve 621 dk konuşma, ortalama 711 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",32.55548264276885,621.0618641758174,710.5193130125547,96,3,2,0,18.158930742549938,YUKSEK_DEGER,YUKSEK,1
"26 aylık abone, aylık 36.9 GB veri ve 282 dk konuşma, ortalama 697 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",36.941570725174664,282.3070919164884,696.6154220960743,26,4,0,0,9.362951737420202,YUKSEK_DEGER,YUKSEK,0
"27 aylık abone, aylık 10.3 GB veri ve 758 dk konuşma, ortalama 364 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",10.264161435688562,758.5869706986214,364.1682012102773,27,3,1,0,18.822390187809614,YUKSEK_DEGER,YUKSEK,1
"62 aylık abone, aylık 23.1 GB veri ve 794 dk konuşma, ortalama 566 TL harcama (ARPU).",23.102475326510792,794.0786779693702,565.5445812727786,62,0,1,1,-14.394954235382674,YUKSEK_DEGER,YUKSEK,0
"83 aylık abone, aylık 28.1 GB veri ve 760 dk konuşma, ortalama 633 TL harcama (ARPU), veri kullanımı %47 düşüşte (churn sinyali).",28.14889780443133,760.6730097642326,632.8281477698221,83,1,2,0,-47.15070871901861,RISKLI_KAYIP,YUKSEK,1
"50 aylık abone, aylık 0.3 GB veri ve 606 dk konuşma, ortalama 181 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",0.3262230804610229,606.6655851331604,181.01799509401044,50,3,0,0,24.904278786601793,BELIRSIZ,ORTA,0
"42 aylık abone, aylık 7.9 GB veri ve 408 dk konuşma, ortalama 239 TL harcama (ARPU), veri kullanımı %40 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",7.852408183160628,408.7646233700706,238.55179649707816,42,2,1,1,-39.88322711842668,RISKLI_KAYIP,YUKSEK,1
"29 aylık abone, aylık 44.5 GB veri ve 138 dk konuşma, ortalama 738 TL harcama (ARPU).",44.5377594151832,138.16325374302687,738.1934069801384,29,1,1,0,33.04002638243955,YUKSEK_DEGER,YUKSEK,1
"39 aylık abone, aylık 5.4 GB veri ve 631 dk konuşma, ortalama 225 TL harcama (ARPU).",5.35779038886774,631.4107210802902,224.55019535129668,39,1,0,0,23.7703435835454,BELIRSIZ,ORTA,1
"60 aylık abone, aylık 40.4 GB veri ve 816 dk konuşma, ortalama 754 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",40.44734681136549,816.3884119481698,753.6866008814109,60,3,1,0,-16.238028642760998,YUKSEK_DEGER,YUKSEK,1
"41 aylık abone, aylık 5.3 GB veri ve 799 dk konuşma, ortalama 323 TL harcama (ARPU).",5.327052257070262,799.1064938166162,322.8492008978387,41,1,1,1,-5.90224157805655,BELIRSIZ,ORTA,0
"33 aylık abone, aylık 8.2 GB veri ve 763 dk konuşma, ortalama 330 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",8.154026028420283,763.2145686787696,329.67105726561715,33,2,1,0,4.711534846896654,BELIRSIZ,ORTA,1
"83 aylık abone, aylık 23.4 GB veri ve 585 dk konuşma, ortalama 518 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",23.364218634660272,585.1578042901218,517.681181046582,83,2,0,0,-18.054282935508443,YUKSEK_DEGER,YUKSEK,0
"101 aylık abone, aylık 18.2 GB veri ve 817 dk konuşma, ortalama 498 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.168361772745456,817.4928348062994,497.97746723817806,101,2,2,1,18.513004733724266,YUKSEK_DEGER,YUKSEK,0
"83 aylık abone, aylık 13.2 GB veri ve 784 dk konuşma, ortalama 380 TL harcama (ARPU).",13.180398874950727,784.8323647711806,379.82053243468755,83,0,0,0,20.716744539554824,YUKSEK_DEGER,YUKSEK,0
"97 aylık abone, aylık 43.5 GB veri ve 515 dk konuşma, ortalama 776 TL harcama (ARPU), veri kullanımı %31 düşüşte (churn sinyali), geçmişte 4 teklif kabul etmiş sadık müşteri.",43.52069682170805,515.4732878556883,775.8732434952254,97,4,0,0,-31.07403600366844,RISKLI_KAYIP,YUKSEK,0
"111 aylık abone, aylık 6.5 GB veri ve 735 dk konuşma, ortalama 285 TL harcama (ARPU).",6.461278656407484,735.3196033231694,285.4725597004016,111,1,2,0,-15.577725177887839,BELIRSIZ,ORTA,0
"16 aylık abone, aylık 15.6 GB veri ve 492 dk konuşma, ortalama 424 TL harcama (ARPU).",15.606693112953662,492.8081709181417,423.70498533084765,16,1,1,0,4.079828850674302,YUKSEK_DEGER,YUKSEK,0
"23 aylık abone, aylık 25.2 GB veri ve 708 dk konuşma, ortalama 535 TL harcama (ARPU).",25.225136966852602,708.0048463233844,534.9157929126721,23,0,2,1,33.514508274259754,YUKSEK_DEGER,YUKSEK,0
"7 aylık abone, aylık 20.9 GB veri ve 340 dk konuşma, ortalama 352 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",20.857220379243554,340.1766711397866,352.08167921236566,7,2,0,0,21.30712489120071,YUKSEK_DEGER,YUKSEK,1
"26 aylık abone, aylık 11.0 GB veri ve 355 dk konuşma, ortalama 270 TL harcama (ARPU), veri kullanımı %53 düşüşte (churn sinyali).",10.986031543670688,355.5576382654157,270.25996805358085,26,0,0,0,-53.27295753814968,RISKLI_KAYIP,YUKSEK,0
"96 aylık abone, aylık 11.3 GB veri ve 811 dk konuşma, ortalama 416 TL harcama (ARPU).",11.278222609692035,811.6414093887815,415.7826185101924,96,1,2,0,-2.29985444289568,YUKSEK_DEGER,YUKSEK,0
"12 aylık abone, aylık 29.4 GB veri ve 787 dk konuşma, ortalama 596 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",29.38628596357218,787.5120244409529,596.3203736111427,12,2,0,1,16.816840425086085,YUKSEK_DEGER,YUKSEK,1
"72 aylık abone, aylık 30.2 GB veri ve 726 dk konuşma, ortalama 613 TL harcama (ARPU).",30.231361934841193,726.7223081151662,613.4063825309651,72,1,1,1,-14.99899543632387,YUKSEK_DEGER,YUKSEK,1
"5 aylık abone, aylık 21.2 GB veri ve 617 dk konuşma, ortalama 500 TL harcama (ARPU).",21.20965721657598,617.5937642105661,499.57001330809794,5,0,0,1,-16.935308884962343,YUKSEK_DEGER,YUKSEK,1
"106 aylık abone, aylık 9.3 GB veri ve 121 dk konuşma, ortalama 291 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",9.289293479113491,121.74511379517031,290.78563600999644,106,2,1,0,-13.673867074707562,BELIRSIZ,ORTA,0
"92 aylık abone, aylık 11.5 GB veri ve 585 dk konuşma, ortalama 299 TL harcama (ARPU).",11.538242786141279,585.0248123587021,299.3322542080738,92,0,0,0,-2.6994281272779377,BELIRSIZ,ORTA,0
"117 aylık abone, aylık 17.1 GB veri ve 690 dk konuşma, ortalama 403 TL harcama (ARPU).",17.08836599342854,690.8366334379676,402.5847938449829,117,0,1,1,-19.477335516910514,YUKSEK_DEGER,YUKSEK,1
"69 aylık abone, aylık 18.8 GB veri ve 493 dk konuşma, ortalama 440 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.751976871439517,493.0533504880817,440.0512742343846,69,2,0,0,21.49825924318466,YUKSEK_DEGER,YUKSEK,1
"49 aylık abone, aylık 24.6 GB veri ve 457 dk konuşma, ortalama 547 TL harcama (ARPU).",24.60691523887361,457.5011614383525,546.7441940705858,49,1,0,0,-16.517536727799747,YUKSEK_DEGER,YUKSEK,1
"26 aylık abone, aylık 15.1 GB veri ve 888 dk konuşma, ortalama 435 TL harcama (ARPU), veri kullanımı %21 düşüşte (churn sinyali), geçmişte 3 teklif kabul etmiş sadık müşteri.",15.059731546502084,888.8840776307384,434.9498273539076,26,3,2,0,-20.90396854954792,RISKLI_KAYIP,YUKSEK,0
"5 aylık abone, aylık 29.0 GB veri ve 587 dk konuşma, ortalama 554 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",28.98320624467065,587.9422017216776,553.6947093307302,5,3,1,0,-4.967297500723173,YUKSEK_DEGER,YUKSEK,1
"22 aylık abone, aylık 28.8 GB veri ve 690 dk konuşma, ortalama 633 TL harcama (ARPU).",28.786130194258508,690.9590339284761,632.9962363261632,22,0,3,0,41.972913851189574,YUKSEK_DEGER,YUKSEK,1
"79 aylık abone, aylık 37.7 GB veri ve 754 dk konuşma, ortalama 785 TL harcama (ARPU).",37.698825922301054,754.8262923238731,784.8928892183797,79,0,4,1,18.13199671226957,YUKSEK_DEGER,YUKSEK,0
"13 aylık abone, aylık 17.6 GB veri ve 399 dk konuşma, ortalama 447 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",17.581846170939382,399.7125846989844,447.029863300035,13,2,0,1,19.72159586126843,YUKSEK_DEGER,YUKSEK,1
"28 aylık abone, aylık 21.4 GB veri ve 638 dk konuşma, ortalama 519 TL harcama (ARPU), 3 şikayet kaydı (memnuniyetsiz), geçmişte 4 teklif kabul etmiş sadık müşteri.",21.437693469590187,638.6414845428387,519.002112322149,28,4,0,3,12.156281782519402,RISKLI_KAYIP,KRITIK,1
"33 aylık abone, aylık 15.8 GB veri ve 863 dk konuşma, ortalama 485 TL harcama (ARPU).",15.845532422339296,863.92889889546,485.3107484053528,33,1,0,1,-18.67452361332448,YUKSEK_DEGER,YUKSEK,0
"107 aylık abone, aylık 9.4 GB veri ve 963 dk konuşma, ortalama 376 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",9.373255039322464,963.8446366599442,375.5033986057886,107,3,3,0,-11.001644590013086,YUKSEK_DEGER,YUKSEK,1
"23 aylık abone, aylık 55.5 GB veri ve 607 dk konuşma, ortalama 1077 TL harcama (ARPU).",55.49149152462075,607.9872794429381,1077.2149590229828,23,0,0,0,-15.24989827633464,YUKSEK_DEGER,YUKSEK,1
"97 aylık abone, aylık 34.9 GB veri ve 552 dk konuşma, ortalama 671 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",34.860132460404934,552.4112905305851,671.439984694537,97,3,1,1,32.289000047132376,YUKSEK_DEGER,YUKSEK,1
"107 aylık abone, aylık 28.4 GB veri ve 653 dk konuşma, ortalama 589 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 2 teklif kabul etmiş sadık müşteri.",28.426853924133365,653.8048136275066,588.8061079451487,107,2,0,2,12.383418282069425,RISKLI_KAYIP,YUKSEK,0
"18 aylık abone, aylık 17.2 GB veri ve 648 dk konuşma, ortalama 492 TL harcama (ARPU), veri kullanımı %37 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",17.189518827223942,648.7274094055042,491.8737118450182,18,2,2,1,-36.682642567384285,RISKLI_KAYIP,YUKSEK,0
"114 aylık abone, aylık 8.8 GB veri ve 877 dk konuşma, ortalama 313 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",8.768988835692003,877.3516132262307,312.77803681376383,114,4,3,0,41.31632695961732,BELIRSIZ,ORTA,0
